Timestamp,Email address,dummy name,Age,Gender,Category,Parental Education,Hometown Area,Family annual income,Guidance from family,Family member in same field,Percentage in 10th,Percentage in 12th ,Medium studied in?,CPI in graduation,Course,College type,Attendance in class,Living arrangement ,Participation in class,Homework submission,Preparation level,Study hours,Educational Technology,Internet Usage,Weekend plans,Study technique,Study environment,Learning style,Study Group Size,Sleeping time,Extracurricular Activities,Your class buddy friend,Relationship Status in last sem,Last Sem CPI
16/08/2024 23:15:25,,Anshi,19-25,Female,St/Sc,Secondary (9-12),Urban,above 10 lakh,no,Yes,80-90%,70-80%,English,6.04,B.tech,IIT,90%,Hostel room,never,missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,almost sleeping all day,practice by writting,home (self),from youtube or some online platforms,3,2 am,yes,better than you in study,Healthy Relationship,6.667
03/08/2024 17:30:22,,Sejal,19-25,Female,General,Tertiary (graduation or above),Rural,5 - 10 lakh,no,No,70-80%,Above 90%,"Regional languages (like Bangla, Oriya etc)",8.64,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,1-2 hours,almost sleeping all day,summarizing and making short notes,home (self),from friends after the class,2,2 am,no,better than you in study,Single,9.196
02/08/2024 00:33:56,,K,19-25,Female,General,Secondary (9-12),Rural,above 10 lakh,no,No,80-90%,Above 90%,English,6.63,B.sc.,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments or class notes only),2 hours or less,No,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,3,12am or before,yes,worse than you in study,Healthy Relationship,10.0
02/08/2024 16:02:50,,Gurpreet Kamboj,19-25,Male,General,Primary (1-8),Rural,above 10 lakh,no,No,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",9.73,I have graduated,Regional and private collages,80%,Hostel room,never,on the due date (night before),80% (Class notes + assignments),3-5 hours,No,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,4,12am or before,no,almost same as you in study,Single,10.0
03/08/2024 18:54:16,,Chukundi Lal Mishra,19-25,Male,OBC,Tertiary (graduation or above),Urban,1 - 2.5 lakh,no,No,Above 90%,70-80%,English,6.66,Pcs ,"Reputed University (like BHU, DU etc)",90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),2 hours or less,No,1-2 hours,Going out side with friends,revising the whole notes without short notes,library (self),from Professor in the class,3,2 am,yes,almost same as you in study,Single,8.134
01/08/2024 12:42:23,,Ravi,19-25,Male,General,Primary (1-8),Semi-Urban,1 - 2.5 lakh,no,No,80-90%,80-90%,English,6.12,B.sc.,Regional and private collages,90%,Home,once in a while,on the due date (night before),100% (class notes + assignments + book's que),3-5 hours,Yes,1-2 hours,almost sleeping all day,summarizing and making short notes,home (self),from Professor in the class,2,1am,yes,better than you in study,Healthy Relationship,6.838
01/08/2024 12:51:26,,Dumny,19-25,Male,General,Tertiary (graduation or above),Rural,5 - 10 lakh,yes,Yes,80-90%,60-70%,English,5.0,Law,IIT,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,Yes,5+,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,2,12am or before,yes,almost same as you in study,Single,10.0
02/08/2024 08:26:03,,Beta,19-25,Male,General,Tertiary (graduation or above),Semi-Urban,2.5 - 5 lakh,no,Yes,80-90%,Above 90%,Hindi,5.0,B.tech,IIT,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,No,2-4 hours,Going out side with friends,summarizing and making short notes,library (self),reading from books,3,12am or before,no,better than you in study,Single,6.32
01/08/2024 12:40:49,,Ravi,19-25,Female,General,Primary (1-8),Rural,1 - 2.5 lakh,no,No,80-90%,80-90%,"Regional languages (like Bangla, Oriya etc)",9.73,B.tech,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,2 or more days before due date,100% (class notes + assignments + book's que),2 hours or less,No,1-2 hours,Going out side with friends,revising the whole notes without short notes,home (self),from Professor in the class,2,12am or before,yes,almost same as you in study,Single,10.0
17/08/2024 01:01:05,,Gagandeep kaur ,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,No,80-90%,Above 90%,English,5.0,M.sc.,IIT,didn't attended classes properly,Home,frequently (almost daily ),on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,Yes,2-4 hours,Going out side with friends,summarizing and making short notes,home (self),from Professor in the class,4,12am or before,yes,almost same as you in study,Toxic Relationship,8.597
01/08/2024 12:55:10,,Vairab,19-25,Male,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,yes,No,80-90%,80-90%,English,7.11,Economics ,"Reputed University (like BHU, DU etc)",80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),5+,No,5+,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,3,12am or before,no,almost same as you in study,Healthy Relationship,10.0
03/08/2024 22:38:50,,Rajkumar ,19-25,Female,OBC,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,no,No,80-90%,Above 90%,Hindi,7.25,M.sc.,Regional and private collages,90%,Other,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),2 hours or less,No,5+,almost sleeping all day,practice by writting,library (self),from Professor in the class,3,12am or before,no,better than you in study,Healthy Relationship,10.0
02/08/2024 07:32:40,,Akash,above 25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,Above 90%,80-90%,English,9.09,BA,"Reputed University (like BHU, DU etc)",80%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,1-2 hours,Going out side with friends,revising the whole notes without short notes,library (self),from youtube or some online platforms,3,12am or before,no,almost same as you in study,Single,8.694
01/08/2024 12:58:08,,Mansi,19-25,Female,General,Secondary (9-12),Urban,Below 1 lakh,no,No,80-90%,70-80%,Hindi,9.73,Government employee,IIT,90%,Hostel room,frequently (almost daily ),2 or more days before due date,80% (Class notes + assignments),3-5 hours,Yes,1-2 hours,almost sleeping all day,practice by writting,home (self),from Professor in the class,2,12am or before,yes,better than you in study,Healthy Relationship,10.0
03/08/2024 14:13:00,,Tree,19-25,Female,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,no,Yes,80-90%,Above 90%,Hindi,9.73,B.tech,Regional and private collages,90%,Hostel room,frequently (almost daily ),on the due date (night before),100% (class notes + assignments + book's que),3-5 hours,Yes,2-4 hours,almost sleeping all day,practice by writting,home (self),reading from books,Alone (don't study in group),2 am,yes,better than you in study,Single,9.407
05/08/2024 23:14:19,,Virasha,above 25,Female,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,No,80-90%,Above 90%,Hindi,5.02,B.sc.,Regional and private collages,80%,Hostel room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,3,1am,yes,almost same as you in study,Toxic Relationship,6.636
02/08/2024 00:30:34,,Diksha Sahani ,19-25,Female,OBC,Tertiary (graduation or above),Semi-Urban,1 - 2.5 lakh,no,No,80-90%,70-80%,English,6.53,B.tech,IIT,70%,Home,never,missed some homeworks didn't complete,80% (Class notes + assignments),5+,Yes,5+,revising the week's study material,revising the whole notes without short notes,home (self),reading from books,3,2 am,yes,almost same as you in study,Healthy Relationship,8.989
17/08/2024 10:52:52,,Priya,19-25,Female,OBC,Tertiary (graduation or above),Rural,above 10 lakh,no,No,80-90%,70-80%,Hindi,5.95,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),2 hours or less,No,0 hours,Going out side with friends,revising the whole notes without short notes,home (self),reading from books,3,1am,yes,almost same as you in study,Healthy Relationship,7.184
17/08/2024 20:24:39,,Chintu ,19-25,Female,General,Tertiary (graduation or above),Urban,Below 1 lakh,yes,No,80-90%,80-90%,English,5.0,B.sc.,IIT,80%,Hostel room,frequently (almost daily ),2 or more days before due date,100% (class notes + assignments + book's que),5+,Yes,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),reading from books,3,12am or before,yes,almost same as you in study,Toxic Relationship,6.751
02/08/2024 16:02:50,,Ankit,0-18,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,yes,No,80-90%,70-80%,English,9.62,B.tech,Regional and private collages,80%,Hostel room,never,on the due date (night before),80% (Class notes + assignments),3-5 hours,No,2-4 hours,Going out side with friends,revising the whole notes without short notes,home (self),from youtube or some online platforms,2,12am or before,yes,almost same as you in study,Single,10.0
03/08/2024 18:50:27,,Shaina,19-25,Male,General,Secondary (9-12),Semi-Urban,1 - 2.5 lakh,no,No,80-90%,80-90%,English,9.73,B.Ed,IIT,90%,Hostel room,never,missed some homeworks didn't complete,50% (assignments  or class notes only),2 hours or less,No,1-2 hours,almost sleeping all day,revising the whole notes without short notes,home (self),reading from books,3,12am or before,no,almost same as you in study,Healthy Relationship,8.411
02/08/2024 20:15:57,,Potato starch,19-25,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,Yes,60-70%,80-90%,English,6.94,M.sc.,Regional and private collages,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),2 hours or less,Yes,2-4 hours,Going out side with friends,practice by writting,home (self),from youtube or some online platforms,4,1am,yes,almost same as you in study,Single,6.08
02/08/2024 08:13:32,,Ravi,above 25,Female,General,Tertiary (graduation or above),Semi-Urban,5 - 10 lakh,yes,No,60-70%,80-90%,Hindi,8.61,BA,Regional and private collages,90%,PG room,once in a while,on the due date (night before),80% (Class notes + assignments),3-5 hours,Yes,1-2 hours,almost sleeping all day,practice by writting,home (self),from friends after the class,2,1am,yes,almost same as you in study,Healthy Relationship,8.685
01/08/2024 12:52:22,,Shivani,19-25,Female,General,Tertiary (graduation or above),Rural,5 - 10 lakh,yes,Yes,80-90%,70-80%,Hindi,6.0,M.sc.,"Reputed University (like BHU, DU etc)",90%,Hostel room,once in a while,missed some homeworks didn't complete,80% (Class notes + assignments),3-5 hours,Yes,1-2 hours,almost sleeping all day,revising the whole notes without short notes,home (self),from Professor in the class,Alone (don't study in group),1am,yes,better than you in study,Single,10.0
04/08/2024 16:57:09,,Shivam Singh,19-25,Female,General,Tertiary (graduation or above),Urban,above 10 lakh,yes,Yes,Above 90%,Above 90%,English,8.81,MA (JMC),IIT,80%,Home,never,missed some homeworks didn't complete,50% (assignments  or class notes only),3-5 hours,Yes,2-4 hours,Going out side with friends,practice by writting,library (self),reading from books,2,12am or before,yes,almost same as you in study,Single,10.0
01/08/2024 21:17:13,,Guddu,above 25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,yes,No,80-90%,Above 90%,Hindi,5.45,B.sc.,IIT,80%,PG room,once in a while,missed some homeworks didn't complete,100% (class notes + assignments + book's que),3-5 hours,Yes,1-2 hours,Netflix and Chill,revising the whole notes without short notes,home (self),from youtube or some online platforms,2,12am or before,no,almost same as you in study,Single,10.0
02/08/2024 16:02:50,,Beta,19-25,Female,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,Above 90%,80-90%,Hindi,7.5,M.sc.,IIT,90%,Hostel room,once in a while,missed some homeworks didn't complete,50% (assignments  or class notes only),5+,No,0 hours,revising the week's study material,revising the whole notes without short notes,home (self),from friends after the class,2,1am,yes,almost same as you in study,Single,10.0
03/08/2024 22:38:50,,Roman Kumar ,19-25,Male,OBC,Tertiary (graduation or above),Rural,above 10 lakh,no,No,70-80%,80-90%,English,9.73,Pcs ,NIT,80%,Hostel room,frequently (almost daily ),on the due date (night before),100% (class notes + assignments + book's que),2 hours or less,Yes,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),reading from books,3,1am,yes,almost same as you in study,Single,10.0
03/08/2024 17:30:22,,Sahil,19-25,Male,General,Tertiary (graduation or above),Rural,2.5 - 5 lakh,yes,No,Above 90%,Above 90%,Hindi,9.73,Law,IIT,80%,Hostel room,frequently (almost daily ),2 or more days before due date,50% (assignments  or class notes only),2 hours or less,No,1-2 hours,revising the week's study material,practice by writting,library (self),from youtube or some online platforms,Alone (don't study in group),12am or before,yes,almost same as you in study,Single,8.777
16/08/2024 22:17:46,,I Sai Ravi Teja,19-25,Female,General,Tertiary (graduation or above),Semi-Urban,above 10 lakh,no,No,60-70%,70-80%,Hindi,5.2,BA,IIT,70%,PG room,frequently (almost daily ),missed some homeworks didn't complete,80% (Class notes + assignments),2 hours or less,No,2-4 hours,Going out side with friends,practice by writting,home (self),from Professor in the class,2,2 am,yes,almost same as you in study,Single,9.948
17/08/2024 10:52:52,,Gagandeep kaur ,0-18,Male,General,Tertiary (graduation or above),Rural,above 10 lakh,no,No,60-70%,80-90%,Hindi,6.69,Law,IIT,90%,Hostel room,never,on the due date (night before),50% (assignments  or class notes only),2 hours or less,Yes,5+,revising the week's study material,practice by writting,home (self),from Professor in the class,Alone (don't study in group),12am or before,yes,almost same as you in study,Healthy Relationship,7.082
01/08/2024 12:42:23,,Akshita ,19-25,Female,St/Sc,Tertiary (graduation or above),Urban,Below 1 lakh,no,No,Above 90%,Above 90%,English,5.75,B.tech,IIT,90%,Hostel room,frequently (almost daily ),on the due date (night before),80% (Class notes + assignments),3-5 hours,Yes,2-4 hours,almost sleeping all day,summarizing and making short notes,home (self),from Professor in the class,Alone (don't study in group),1am,yes,better than you in study,Healthy Relationship,6.594
